"序号","网址","发帖大类","发帖小类","发帖标题","发帖内容","发帖人","发帖日期","发帖类型","分词结果"
1222,"http://bbs.cehome.com/thread-1146867-1-1.html","挖掘机专区","我爱我挖","挖掘机要缝缝补补，在人生地不熟的地方修机子就是个麻烦…","8月底在珠海接手了台小松六200，买机子的时候没看清楚就直接买下，拖到深圳这边给亲戚干包月活，做了两个月，两边喇叭口开了里面的槽还烂了，工地做完直接联系修理厂子，当时也问过了修喇叭口要多少钱修，还说了有那几个地方要修的，他说喇叭口要一千多整一边，其它的到时再说……第二天，就联系拖车拉过去了，又等了两天，才给我开链拉弹簧出来搞，一拉出来了就说：这个不行了那个不行了都要换，还说什么你这喇叭口开成这样了应该做了不少钱吧！我就说没赚什么钱！然后他就说要全部割掉重新做过！要七千大洋，我不肯！说把喇叭口调整了，烂了就切掉做过不烂的就不管它，然后那修理工就说这样子做的话，你拉来我这里干嘛的呀！我说的你又不肯做，如果要按你说的那样子做的话你就拉走吧！还说了一些不爱听的话…我当时就考虑一下吧！然后去吃饭就联系深圳这边的朋友，问那还有修理厂子！朋友给我找到了个厂子给电话我联系电话！我当时就打电话过去问了师傅就跟他说搞个喇叭口要多少钱啊？那师傅就说要一千五一边，给你调正烂的就割掉不烂的就不理它…还跟他谈了一些其它问题！感觉这修理工挺好的，我就跟他说明天就拖过去你那边搞…然后我就找借口给原来这边的修理厂说，帮我装链子。回去我那有个工地有包月活做。第二天我去的时候帮我装好在那了，看见我来了就说等你做完活了就拉来给你做，还说什么这玩意不能乱来搞的，一般人不会搞，我听了心理就想着…我尼玛的有病了才来你这给你宰水鱼呀！等了个把小时拖车来了就拉过昨天说好的修理厂子这边！到了这边下了车修理工就说你先回去明天来我给你搞！然后就去开房住了下来…第二天8点多过修理厂子就看见修理工在搞喇叭口了，由于他厂子的师傅少其间我也帮下忙弄下！其间的细节没法一一编下去了，小学问化有限各位大湿傅别喷呀！这次搞了两喇叭口…中臂斗泵和分油钟油封，大臂座和双泵下面两个销子内套，5个底轮一条弹簧带总成还有个猪仔泵的电磁阀经历了9天的时间终于完事了！一共花了一万四千左右吧！配件5千多人工6千吃住和拖板费三千多点！","孤守℡空城","2017-11-24 20:44:23","[维修改装]","挖掘机 缝缝补补 人生地不熟 地方 机子 就是 麻烦 月底 珠海 接手 小松 机子 时候 没看 清楚 直接 买下 拖到 深圳 这边 亲戚 包月 做了 两个月 两边 喇叭口 开了 里面 烂了 工地 做完 直接 联系 修理厂 当时 问过 喇叭口 多少钱 还说 那几个 地方 喇叭口 整一 其它 到时 再说 第二天 联系 拖车 拉过去 等了 两天 给我 弹簧 出来 一拉 出来 就说 这个 不行了 那个 不行了 都要 还说 什么 喇叭口 开成 这样 应该 做了 不少 就说 没赚 什么 然后 就说 全部 割掉 重新 做过 大洋 不肯 喇叭口 调整 烂了 切掉 做过 就不 管它 然后 修理工 就说 这样 的话 拉来 这里 干嘛 又不 肯做 如果 要按 那样 的话 拉走 还说 一些 不爱 的话 当时 考虑一下 然后 去吃 联系 深圳 这边 朋友 那还 修理厂 朋友 给我 找到 厂子 电话 联系电话 当时 就打 电话 过去 问了 师傅 跟他 喇叭口 多少钱 师傅 就说 五一 给你 调正 割掉 就不 还跟 谈了 一些 其它 问题 感觉 修理工 挺好 跟他 说明 拖过 那边 然后 借口 原来 这边 修理厂 帮我 链子 回去 那有 工地 包月 第二天 时候 帮我 装好 在那 看见 来了 就说 等你 做完 活了 拉来 给你 还说 什么 玩意 不能 乱来 一般人 不会 听了 心理 就想 尼玛 有病 给你 水鱼 等了 个把 小时 拖车 来了 拉过 昨天 修理厂 这边 到了 这边 下了 修理工 就说 先回去 明天 给你 然后就 开房 住了 下来 第二天 点多 修理厂 就看 修理工 喇叭口 由于 厂子 师傅 其间 其间 细节 没法 编下去 小学 有限 各位 这次 搞了 喇叭口 分油 油封 下面 两个 销子 一条 弹簧 总成 还有 猪仔 电磁阀 经历 时间 终于 完事 一共 花了 四千 左右 配件 多人 吃住 拖板 多点"
1223,"http://bbs.cehome.com/thread-1146865-1-1.html","互通有无","配件广告专区","专业现代配件","专业销售现代挖掘机配件，液压件。微信电话同号13356892015","13356892015","2017-11-24 20:43:57","","专业 现代 配件 专业 销售 现代 挖掘机 配件 液压件 电话 同号"
1224,"http://bbs.cehome.com/thread-1146862-1-1.html","挖掘机专区","我爱我挖","天冷了，快停工","不知道甲友们都停了吗","欣妍","2017-11-24 20:41:56","","天冷 停工 不知道 停了"
1225,"http://bbs.cehome.com/thread-1146861-1-1.html","互通有无","招聘求职","找小挖司机","河南许昌找一位长期小挖司机，工资月结，包吃住，周边散活，有活干，没活歇。有意打电话15565326425","手机用户dinpsz6","2017-11-24 20:40:21","[北京]","小挖 司机 河南 许昌 一位 长期 小挖 司机 工资 月结 包吃 周边 有意 打电话"
1226,"http://bbs.cehome.com/thread-1146859-1-1.html","挖掘机专区","杂谈图库","ヾ(●｀●)哇～柳工新款的那些事儿～","今天看到，铁甲上发的，柳工，9075E 的确像是山寨卡特，哈哈！把标志一换，完全没毛病！下面是908E系列的车和 9075E系列的对比！","挖机哥的世界","2017-11-24 20:38:41","[原创实拍]","新款 那些 事儿 今天 看到 铁甲 的确 像是 山寨 卡特 哈哈 标志 完全 毛病 下面 系列 系列 对比"
1227,"http://bbs.cehome.com/thread-1146858-1-1.html","挖掘机专区","我爱我挖","【维修往事】行走减速机散件更换让我又可以跑起来了！","维修设备：三一205挖机。维修故障：单边行走动不了了！维修更换时间：2017年10月23号！更换地址：湖北省京山县故障当天我正在做清场子（整平）作业！就在11点多钟的样子，快要下班吃中午饭的前10几分钟，咔嚓一声响，我停顿了一下以为石子卡履带了，马上撑起来单边空转，这时候转不动了！马上意识到坏了！我马上给售后打电话了，说了一下故障情况，他们说里面的轴齿轮磨圆了，所以无法行走了！换总成3万多质保半年，换散件大概1万大几到2万的样子，没有质保期！我一听我的去，好贵！于是我就给当地的维修店师傅打电话说了一下故障情况，维修店师傅判断的故障和售后一样！我问了一下维修成本说散件大概5千的样子，工时费1200元！于是我就让他们过来维修了！维修师傅4个人！更换过程第一步先拆行走牙箱盖板，一打开发现中那个细长的轴承齿轮磨圆了，那东西好像是叫马达轴！还有其它齿轮磨圆的全拆下来，照片中可以看到，蛮多配件的名称说实话我也不知道叫什么，大家还是多看看照片吧！第二步拆链筋销子！第三步拆行走马达，发配件！拆下来不到2小时！大概安装了3个多小时！这几师傅都是广州的技术比我们当地师傅技术好，到我们这里开店2年多了生意火爆了！2大优点一是人多修东西不需要挖机师傅帮忙，不像本地的师傅1到2人，一拆螺丝就要挖机司机帮忙下螺丝，结账也不便宜一点，真没有意思！花钱不动手动手少花钱嘛！你们说是不是这个道理！2是他们维修很过细，非常负责！技术过硬！维修费用总共花费5500元！很感谢他们帮了我这么大的忙.","田畕畾","2017-11-24 20:38:14","[维修改装]","维修 往事 行走 减速机 散件 更换 又可 跑起来 维修 设备 三一 挖机 维修 故障 单边 行走 不了 维修 更换 时间 更换 地址 湖北省 京山县 故障 当天 正在 清场 作业 就在 点多 样子 快要 下班 中午饭 几分钟 咔嚓 一声 停顿 一下 以为 石子 履带 马上 撑起来 单边 空转 这时候 不动 马上 意识到 坏了 马上 售后 打电话 说了 一下 故障 情况 他们 里面 齿轮 磨圆 所以 无法 行走 总成 质保 半年 散件 大概 样子 没有 质保 一听 好贵 于是 当地 维修 师傅 打电话 说了 一下 故障 情况 维修 师傅 判断 故障 售后 一样 问了 一下 维修 成本 散件 大概 样子 工时费 于是 就让 他们 过来 维修 维修 师傅 个人 更换 过程 第一步 行走 盖板 一打 开发 那个 细长 轴承 齿轮 磨圆 东西 好像是 马达 还有 其它 齿轮 磨圆 拆下来 照片 可以 看到 配件 名称 说实话 不知道 叫什么 大家 还是 多看 照片 第二步 销子 第三步 行走 马达 发配 拆下来 不到 小时 大概 安装 多小时 这几 师傅 都是 广州 技术 比我 当地 师傅 技术 到我 这里 开店 多了 生意 火爆 优点 一是 人多 东西 不需要 挖机 师傅 帮忙 不像 本地 师傅 一拆 螺丝 就要 挖机 司机 帮忙 螺丝 结账 不便 一点 真没 有意思 花钱 不动 手动 花钱 你们 说是 不是 这个 道理 他们 维修 过细 非常 负责 技术 过硬 维修费 总共 花费 感谢 他们 这么"
1228,"http://bbs.cehome.com/thread-1146857-1-1.html","我与工程机械","故障咨询","电源总开关，","今天挖机启动没反应修理工把电源总开关卸了，正负极接一起了，挖机是打着火了，但是我担心这样用有什么问题么？，求解答","18355071915","2017-11-24 20:38:14","[其他]","电源 总开关 今天 挖机 启动 没反应 修理工 电源 总开关 卸了 正负极 一起 挖机 打着 火了 但是 担心 这样 什么问题 求解"
1229,"http://bbs.cehome.com/thread-1146855-1-1.html","铁甲娱乐","视频 模型 游戏","WSI 1：50 Andrey涂装平板拖车模型","本周我们继续分享WSI模型。今天分享的是WSI 1：50 Andrey涂装平板拖车模型。Andrey涂装采用了墨绿色与黄色的搭配，外观的可识别度相当高，经常有人开玩笑说：“这不会是中国邮政吧？”。的确，这两种颜色的确很经典，被很多公司所采用。比如大家所熟悉的Thomen与Bolk。这几家公司也在模型圈中圈粉无数。下面，我们就来看一看，这一抹绿是有什么样的吸引力！Andrey 奔驰低板拖车比例：1：50编号：01-1299奔驰 Actros 四轴车头NooteBoom四轴低板低板可拉伸，前部两侧均有支撑腿侧面有Andrey公司标志，下方有4160这能证明这款为奔驰Actors 610马力 8X8卡车头正面中央位置，也有Andrey公司标志下方左侧的V8及右侧的Actros原车贴标得以保留后侧比较常规，中规中矩低板拖车前部及后部侧面，均有NooteBoom标志拖车正后方，车牌及数字编号都有不同的呈现最后，我们再来给大家涨姿势下，介绍一下Andrey公司Andrey（安德烈）是一家德国企业，在瑞士、法国及德国都有自己的分公司，业务包括：交通运输、吊装、建筑业、废物回收、环卫及旅游行业。这是我们在Andrey官方网站上，找到了这款车头的图片，而后面的低板车没有找到原型。从这张图片上看，模型的还原度还是比较高的！喜欢模型的朋友，可以添加我的个人V X号：kang_david","","2017-11-24 20:37:55","","涂装 平板 拖车 模型 本周 我们 继续 分享 模型 今天 分享 涂装 平板 拖车 模型 涂装 采用 墨绿色 黄色 搭配 外观 识别 相当 经常 有人 开玩笑 这不 会是 中国邮政 的确 这两种 颜色 的确 经典 很多 公司 采用 比如 大家 熟悉 这几 家公 模型 中圈 无数 下面 我们 就来 看一看 这一 什么样 吸引力 奔驰 拖车 比例 编号 奔驰 车头 可拉 前部 两侧 均有 支撑 侧面 公司 标志 下方 证明 这款 奔驰 马力 卡车 正面 中央 位置 也有 公司 标志 下方 左侧 右侧 得以 保留 比较 常规 中规中矩 拖车 前部 后部 侧面 均有 标志 拖车 正后方 车牌 数字 编号 都有 不同 呈现 最后 我们 再来 大家 姿势 介绍 一下 公司 安德烈 一家 德国 企业 瑞士 法国 德国 都有 自己 分公司 业务 包括 交通运输 吊装 建筑业 废物 回收 环卫 旅游 行业 这是 我们 官方网站 找到 这款 车头 图片 而后 面的 板车 没有 找到 原型 从这 图片 模型 还原 还是 比较 喜欢 模型 朋友 可以 添加 个人"
1230,"http://bbs.cehome.com/thread-1146852-1-1.html","挖掘机专区","杂谈图库","我爱挖","朋友们这台是原车油漆","手机用户dgilps5","2017-11-24 20:36:10","[原创实拍]","朋友们 这台 油漆"
1231,"http://bbs.cehome.com/thread-1146849-1-1.html","我与工程机械","故障咨询","求大神指点","第一次修塔型行星架的行走减速机，没做记号。现在行星齿装不上去，有大神赐教吗？","迷茫者","2017-11-24 20:33:46","","大神 指点 第一次 行星 行走 减速机 没做 记号 现在 行星 不上去 大神 赐教"
1232,"http://bbs.cehome.com/thread-1146848-1-1.html","挖掘机专区","我爱我挖","【一起来 就现在】总算回来早点了","总算今天不用加班了，看会电视睡觉","柒纷壞","2017-11-24 20:33:01","","一起 现在 总算 回来 早点 总算 今天 不用 加班 电视 睡觉"
1233,"http://bbs.cehome.com/thread-1146838-1-1.html","互通有无","配件广告专区","加藤200","哪位需要加藤拆车件的联系","余干菜鸟","2017-11-24 20:19:21","[发动机]","加藤 哪位 需要 加藤 联系"
1234,"http://bbs.cehome.com/thread-1146834-1-1.html","挖掘机专区","我爱我挖","工程船","工程船","铲平钓鱼岛","2017-11-24 20:12:56","","工程船 工程船"
1235,"http://bbs.cehome.com/thread-1146833-1-1.html","互通有无","招聘求职","广东广西招修理师傅","年尾了修理活忙不过来，急招修理师傅，详情请翻我旧贴子，工资面谈，报销路费，包吃住，工资准时发放！有兴趣来电，不喜勿扰谢谢！13257580009微信 电话同号！","雄鹰工程机械","2017-11-24 20:12:43","[北京]","广东 广西 修理 师傅 年尾 修理 忙不过来 修理 师傅 详情请 贴子 工资 面谈 报销 路费 包吃 工资 准时 发放 兴趣 来电 勿扰 谢谢 电话 同号"
1236,"http://bbs.cehome.com/thread-1146831-1-1.html","我与工程机械","故障咨询","求老师傅指点迷津","三个动作憋车就掉150转，动作慢的要死！哎是不是可以调快点？？求老师傅指点","18355392113","2017-11-24 20:10:55","","老师傅 指点迷津 三个 动作 动作 要死 是不是 可以 调快 老师傅 指点"
1237,"http://bbs.cehome.com/thread-1146830-1-1.html","互通有无","招聘求职","求个挖掘机司机","：18654729066","手机用户cdjluz2","2017-11-24 20:10:09","","挖掘机 司机"
1238,"http://bbs.cehome.com/thread-1146828-1-1.html","我与工程机械","矿山设备","那么多的卡车，就服你!","敬我曾经战斗过的地方","寻找我的挖掘机","2017-11-24 20:09:04","","那么多 的卡 曾经 战斗 地方"
1239,"http://bbs.cehome.com/thread-1146821-1-1.html","挖掘机专区","我爱我挖","阻工的下场","","贺&挖","2017-11-24 20:06:34","","下场"
1240,"http://bbs.cehome.com/thread-1146820-1-1.html","挖掘机专区","我爱我挖","隧道施工'下班喽，这兔子档跑的颠死老衲啦","","致曾经-","2017-11-24 20:06:10","","隧道 施工 下班 兔子 老衲"
1241,"http://bbs.cehome.com/thread-1146819-1-1.html","挖掘机专区","我爱我挖","190卡车","","寻找我的挖掘机","2017-11-24 20:05:59","","卡车"
1242,"http://bbs.cehome.com/thread-1146815-1-1.html","挖掘机专区","我爱我挖","有个逼洞","图一中的洞洞，是用来干嘛的。有没有螺丝“上”它的是不是弄丢了啊？","装逼了","2017-11-24 20:03:20","","图一 洞洞 用来 干嘛 有没有 螺丝 是不是 弄丢"
1243,"http://bbs.cehome.com/thread-1146811-1-1.html","挖掘机专区","我爱我挖","【一起来，就现在】夜晚的布达拉宫","","宏宏火火","2017-11-24 19:59:33","","一起 现在 夜晚 布达拉宫"
1244,"http://bbs.cehome.com/thread-1146810-1-1.html","挖掘机专区","我爱我挖","驾到","","_辶元華","2017-11-24 19:58:33","","驾到"
1245,"http://bbs.cehome.com/thread-1146806-1-1.html","挖掘机专区","我爱我挖","【一起来，就现在】天上宫殿布达拉宫","","宏宏火火","2017-11-24 19:51:54","","一起 现在 天上 宫殿 布达拉宫"
1246,"http://bbs.cehome.com/thread-1146803-1-1.html","互通有无","配件广告专区","谁用的上","小松4O一7的大臂座有用上的打电话13663187964.原来也是铁甲上买的车卖了没用","13383381468","2017-11-24 19:49:47","[发动机]","用的上 小松 有用 打电话 原来 也是 铁甲 卖了 没用"
1247,"http://bbs.cehome.com/thread-1146802-1-1.html","互通有无","招聘求职","湖北省麻城市矿山招大挖机司机3名","湖北省麻城市矿山招大挖机司机3名，有矿山经验者优先，要求有责任心，待遇从优！13707116080程先生","568568","2017-11-24 19:48:13","","湖北省 麻城市 矿山 大挖 司机 湖北省 麻城市 矿山 大挖 司机 矿山 经验 优先 要求 责任心 待遇 从优 先生"
